Season,SquadClub,FirstName,LastName,Nationality,DateOfBirth,PositionDef,ShirtNo
IPL2015,Saba QOM,Mohamad Reza,Ghodratipour,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Mohsen,Karami,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Nima,Daghestani,Iran,0001-01-01,Defender,
IPL2015,Saba QOM,Omid,Ghorbani,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Payam,Sadeghian,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Reza,Haghighi,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Saeed,Ghomi,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Saman,Aghazamani,Iran,0001-01-01,Midfield,
IPL2015,Saba QOM,Seyed Mehdi,Hossaini,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Ali,Shojaei,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Ali,Gholizadeh,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Ali,Zaynali,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Amin,Javadi Moghadam,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Andranik,Taymourian,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Bagher,Niari,Iran,0001-01-01,Forward,
IPL2015,Saipa ALB,Ebrahim,Shakoori,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Ebrahim,Sadeghi,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Gholamreza,Rezaei,Iran,0001-01-01,Forward,
IPL2015,Saipa ALB,Hamed,Fallahzadeh,Iran,0001-01-01,Goalkeeper,
IPL2015,Saipa ALB,Hamed,Shiri,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Hossain,Monadi,Iran,0001-01-01,Goalkeeper,
IPL2015,Saipa ALB,Javad,Nekonam,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Mahan,Rahmani,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Mahdi,Torabi,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Majid,Ayoubi,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Masoud,Ebrahimzadeh,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Mehdi,Daghagheleh,Iran,0001-01-01,Forward,
IPL2015,Saipa ALB,Milad,Maydavoodi,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Mohamad,Alinejad,Iran,0001-01-01,Forward,
IPL2015,Saipa ALB,Mohamad,Soltani,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Mojtaba,Ramezani,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Ratko,Dujkovic,Bosnia Herzegovina,0001-01-01,Goalkeeper,
IPL2015,Saipa ALB,Reza,Norouzi,Iran,0001-01-01,Forward,
IPL2015,Saipa ALB,Roozbeh,Shah Alidoost,Iran,0001-01-01,Midfield,
IPL2015,Saipa ALB,Sajjad,Moshkelpour,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Vahid,Mohamad Zadeh,Iran,0001-01-01,Defender,
IPL2015,Saipa ALB,Vahid,Esmaeel Baygi,Iran,0001-01-01,Defender,
IPL2015,Sepahan ESF,Abdollah,Karami,Iran,0001-01-01,Defender,10
IPL2015,Sepahan ESF,Ali,Ahmadi,Iran,0001-01-01,Defender,
IPL2015,Sepahan ESF,Ali,Gholami,Iran,0001-01-01,Defender,15
IPL2015,Sepahan ESF,Ali,Hezami,Iran,0001-01-01,Midfield,
IPL2015,Sepahan ESF,Ali,Karimi,Iran,0001-01-01,Midfield,12
IPL2015,Sepahan ESF,Amin,Manouchehri,Iran,0001-01-01,Forward,
IPL2015,Sepahan ESF,Amin,Jahan Alian,Iran,0001-01-01,Midfield,11
IPL2015,Sepahan ESF,Ehsan,Hajsafi,Iran,0001-01-01,Midfield,28
IPL2015,Sepahan ESF,Fozil,Musayev,Uzbekistan,0001-01-01,Midfield,18
IPL2015,Sepahan ESF,Habib,Gordani,Iran,0001-01-01,Defender,3
IPL2015,Sepahan ESF,Hadi,Aghili,Iran,0001-01-01,Defender,5
IPL2015,Sepahan ESF,Hamed,Bahiraei,Iran,0001-01-01,Midfield,
IPL2015,Sepahan ESF,Hossain,Papi,Iran,0001-01-01,Midfield,7
IPL2015,Sepahan ESF,Hossain,Fazeli,Iran,0001-01-01,Forward,37
IPL2015,Sepahan ESF,Leandro,Padovani,Brazil,0001-01-01,Defender,2
IPL2015,Sepahan ESF,Luciano Pereira,Mendez,Brazil,0001-01-01,Forward,29
IPL2015,Sepahan ESF,Mahdi,Amini,Iran,0001-01-01,Goalkeeper,27
IPL2015,Sepahan ESF,Milad,Sarlak,Iran,0001-01-01,Midfield,6
IPL2015,Sepahan ESF,Mohamad,Roshandel,Iran,0001-01-01,Defender,39
IPL2015,Sepahan ESF,Mohamad Reza,Khalatbari,Iran,0001-01-01,Midfield,9
IPL2015,Sepahan ESF,Moharam,Navidkia,Iran,0001-01-01,Midfield,4
IPL2015,Sepahan ESF,Rahman,Ahmadi,Iran,0001-01-01,Goalkeeper,1
IPL2015,Sepahan ESF,Rasool,Navidkia,Iran,0001-01-01,Midfield,8
IPL2015,Sepahan ESF,Reza,Mirzaei,Iran,0001-01-01,Forward,77
IPL2015,Sepahan ESF,Saeed,Ghaedifar,Iran,0001-01-01,Defender,33
IPL2015,Sepahan ESF,Senijad,Ibricic,Bosnia Herzegovina,0001-01-01,Midfield,17
IPL2015,Sepahan ESF,Shahabeddin,Gordan,Iran,0001-01-01,Goalkeeper,35
IPL2015,Sepahan ESF,Vahid,Najafi,Iran,0001-01-01,Forward,14
IPL2015,Sepahan ESF,Voorya,Ghafoori,Iran,0001-01-01,Defender,21
IPL2015,SiahJamegan MSH,Alagie,Sosseh,Gambia,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Alireza,Naghizadeh,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Alireza,Jafar Zadeh,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Ami Hossain,Sedghi,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Amir,Tizrow,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Amir Hossain,Karimi,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Babak,Moradi,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Behrouz,Afshar,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Gholamreza,Enayati,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Hamid Reza,Ali Asgari,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Hossain,Zamehran,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Iman,Mousavi,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Korede,Aiyegbusi,England,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Kyle,Konwea,Sweden,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Mahdi,Matari Zadeh,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Maysam,Hossaini,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Mehdi,Jafarpour,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Milad,Noori,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Milad,Safaei,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Milan,Jovanovic,Montenegro,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Mohamad,Nasseri,Iran,0001-01-01,Goalkeeper,
IPL2015,SiahJamegan MSH,Mohamad Amin,Rezaei,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Mohamad Hassan,Ein Afshar,Iran,0001-01-01,Goalkeeper,
IPL2015,SiahJamegan MSH,Mohamad Reza,Basaj,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Mohsen,Daleer,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Mohsen,Aghaei,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Mostafa,Ahmadi,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Renan,Silva,Brazil,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Reza,Sharbati,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Saeed,Vassei,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Saeed,Mahdipour,Iran,0001-01-01,Defender,
IPL2015,SiahJamegan MSH,Sajjad,Rahbar,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Salar,Afrasiabi,Iran,0001-01-01,Midfield,
IPL2015,SiahJamegan MSH,Seyed Payman,Miri,Iran,0001-01-01,Forward,
IPL2015,SiahJamegan MSH,Tomik,Davoodian,Iran,0001-01-01,Midfield,
IPL2015,Teraktor TBZ,Ali,Hamoodi,Iran,0001-01-01,Defender,40
IPL2015,Teraktor TBZ,Aloys,Nong,Cameroon,0001-01-01,Forward,
IPL2015,Teraktor TBZ,Augusto Cesar,Dos Santos,Brazil,0001-01-01,Midfield,19
IPL2015,Teraktor TBZ,Ayoub,Kalantari,Iran,0001-01-01,Midfield,
IPL2015,Teraktor TBZ,Bakhtiar,Rahmani,Iran,0001-01-01,Midfield,11
IPL2015,Teraktor TBZ,Carlos Alexandre,Cardoso,Brazil,0001-01-01,Defender,5
IPL2015,Teraktor TBZ,Fardin,Abedini,Iran,0001-01-01,Defender,88
IPL2015,Teraktor TBZ,Farzad,Hatami,Iran,0001-01-01,Forward,
IPL2015,Teraktor TBZ,Hamza,Younes,Tunisia,0001-01-01,Forward,17
IPL2015,Teraktor TBZ,Iain,Ramsay,Philippines,0001-01-01,Defender,13
IPL2015,Teraktor TBZ,Khaled,Shafiei,Iran,0001-01-01,Defender,4
IPL2015,Teraktor TBZ,Mahdi,Sharifi,Iran,0001-01-01,Forward,
IPL2015,Teraktor TBZ,Mahdi,Kiani,Iran,0001-01-01,Midfield,
IPL2015,Teraktor TBZ,Mehran,Ghorbanpour,Iran,0001-01-01,Midfield,
IPL2015,Teraktor TBZ,Mir Hani,Hashemi,Iran,0001-01-01,Midfield,23
IPL2015,Teraktor TBZ,Mohamad,Pour Rahmatollah,Iran,0001-01-01,Midfield,16
IPL2015,Teraktor TBZ,Mohamad,Iran Pourian,Iran,0001-01-01,Defender,2
IPL2015,Teraktor TBZ,Mohamad Reza,Akhbari,Iran,0001-01-01,Goalkeeper,1
IPL2015,Teraktor TBZ,Payman,Keshavarz,Iran,0001-01-01,Forward,29
IPL2015,Teraktor TBZ,Saeed,Aghaei,Iran,0001-01-01,Midfield,77
IPL2015,Teraktor TBZ,Shahin,Saghebi,Iran,0001-01-01,Forward,9
IPL2015,Teraktor TBZ,Shoja,Khalil Zadeh,Iran,0001-01-01,Defender,3
IPL2015,Teraktor TBZ,Sina,Ashori,Iran,0001-01-01,Midfield,6
IPL2015,Teraktor TBZ,Soroush,Rafiei,Iran,0001-01-01,Midfield,10
IPL2015,Zobahan ESF,Ahmad,Kamdar,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Ali,Khodadadi,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Ali,Hammam,Lebanon,0001-01-01,Defender,
IPL2015,Zobahan ESF,Danial,Esmaeelfar,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Ehsan,Pahlevan,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Esmaeel,Farhadi,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Ghasem,Haddadifar,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Hadi,Mohamadi,Iran,0001-01-01,Defender,
IPL2015,Zobahan ESF,Hashem,Bayk Zadeh,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Hojjat,Haghverdi,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Kaveh,Rezaei,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Mahdi,Mahdipour,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Marco Aurelio,Iubel,Brazil,0001-01-01,Forward,17
IPL2015,Zobahan ESF,Masoud,Hassan Zadeh,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Mehdi,Rajabzadeh,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Mehran,Derkakhshan Mehr,Iran,0001-01-01,Defender,
IPL2015,Zobahan ESF,Mehrdad,Ghanbari,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Mohamad,Nejad Mehdi,Iran,0001-01-01,Defender,
IPL2015,Zobahan ESF,Mohamad Bagher,Sadeghi,Iran,0001-01-01,Goalkeeper,
IPL2015,Zobahan ESF,Mohamad Rasheed,Mazaheri,Iran,0001-01-01,Goalkeeper,
IPL2015,Zobahan ESF,Mohamad Reza,Hossaini,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Mohamad Reza,Abbasi,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Morteza,Tabrizi,Iran,0001-01-01,Forward,
IPL2015,Zobahan ESF,Paymon,Salmani,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Reza,Shekari,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Saed,Mohebi,Iran,0001-01-01,Defender,
IPL2015,Zobahan ESF,Vahid,Mohamad Zadeh,Iran,0001-01-01,Midfield,
IPL2015,Zobahan ESF,Walid,Ismail,Lebanon,0001-01-01,Defender,
