Season,SquadClub,FirstName,LastName,Nationality,DateOfBirth,PositionDef,ShirtNo
IPL2014,Perspolis TEH,Nader,Safarzaei,Iran,0001-01-01,Goalkeeper,23
IPL2014,Perspolis TEH,Navid,Sabouri,Iran,0001-01-01,Defender,
IPL2014,Perspolis TEH,Omid,Allishah,Iran,0001-01-01,Midfield,2
IPL2014,Perspolis TEH,Payam,Sadeghian,Iran,0001-01-01,Forward,11
IPL2014,Perspolis TEH,Reza,Norouzi,Iran,0001-01-01,Forward,10
IPL2014,Perspolis TEH,Reza,Khaleghifar,Iran,0001-01-01,Forward,16
IPL2014,Perspolis TEH,Shahab,Zahedi,Iran,0001-01-01,Forward,23
IPL2014,Perspolis TEH,Sosha,Makani,Iran,0001-01-01,Goalkeeper,1
IPL2014,Rahahan TEH,Abbas,Mohamad Rezaei,Iran,0001-01-01,Midfield,
IPL2014,Rahahan TEH,Adel,Kolahkaj,Iran,0001-01-01,Forward,
IPL2014,Rahahan TEH,Ali,Alipour,Iran,0001-01-01,Midfield,16
IPL2014,Rahahan TEH,Alireza,Azimi,Iran,0001-01-01,Forward,17
IPL2014,Rahahan TEH,Amin,Manoochehri,Iran,0001-01-01,Forward,11
IPL2014,Rahahan TEH,Amir,Abedzadeh,Iran,0001-01-01,Goalkeeper,22
IPL2014,Rahahan TEH,Bahador,Abdi,Iran,0001-01-01,Midfield,10
IPL2014,Rahahan TEH,Bojan,Jokic,Slovenia,0001-01-01,Defender,15
IPL2014,Rahahan TEH,Ebrahim,Karimi,Iran,0001-01-01,Defender,5
IPL2014,Rahahan TEH,Farshad,Faraji,Iran,0001-01-01,Midfield,
IPL2014,Rahahan TEH,Hamed,Noormohamadi,Iran,0001-01-01,Midfield,6
IPL2014,Rahahan TEH,Igor,Nenezic,Slovenia,0001-01-01,Goalkeeper,40
IPL2014,Rahahan TEH,Martin Kayongo,Mutumba,Uganda,0001-01-01,Forward,99
IPL2014,Rahahan TEH,Mehdi,Zarei,Iran,0001-01-01,Defender,21
IPL2014,Rahahan TEH,Mehrdad,Mohamadi,Iran,0001-01-01,Midfield,23
IPL2014,Rahahan TEH,Milad,Abtahi,Iran,0001-01-01,Forward,29
IPL2014,Rahahan TEH,Milad,Akbari,Iran,0001-01-01,Midfield,
IPL2014,Rahahan TEH,Milad,Mohamadi,Iran,0001-01-01,Midfield,24
IPL2014,Rahahan TEH,Mohamad,Sattari,Iran,0001-01-01,Goalkeeper,33
IPL2014,Rahahan TEH,Mohamad,Hossainpour,Iran,0001-01-01,Midfield,14
IPL2014,Rahahan TEH,Mohamad Reza,Khazaeifard,Iran,0001-01-01,Midfield,
IPL2014,Rahahan TEH,Mohamad Solaymon,Alizadeh,Iran,0001-01-01,Midfield,7
IPL2014,Rahahan TEH,Mohsen,Iran Nejad,Iran,0001-01-01,Defender,3
IPL2014,Rahahan TEH,Mohsen,Mirabi,Iran,0001-01-01,Defender,
IPL2014,Rahahan TEH,Mojtaba,Shiri,Iran,0001-01-01,Forward,19
IPL2014,Rahahan TEH,Navid,Khoshhava,Iran,0001-01-01,Defender,
IPL2014,Rahahan TEH,Ramin,Rezaian,Iran,0001-01-01,Defender,27
IPL2014,Rahahan TEH,Seyed Ahmad,Mousavi,Iran,0001-01-01,Defender,2
IPL2014,Rahahan TEH,Shays,Rezaei,Iran,0001-01-01,Defender,4
IPL2014,Rahahan TEH,Shervin,Razminia,Iran,0001-01-01,Forward,
IPL2014,Rahahan TEH,Siamak,Koohnavard,Iran,0001-01-01,Midfield,30
IPL2014,Rahahan TEH,Vahid,Javanmardi,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Abbas,Ghadian,Iran,0001-01-01,Forward,99
IPL2014,Saba QOM,Abolfazl,Ebrahimi,Iran,0001-01-01,Midfield,7
IPL2014,Saba QOM,Ahmad,Hassan Zadeh,Iran,0001-01-01,Forward,70
IPL2014,Saba QOM,Ambuno,Achille,Cameroon,0001-01-01,Midfield,9
IPL2014,Saba QOM,Aram,Abbasi,Iran,0001-01-01,Forward,
IPL2014,Saba QOM,Ayoub,Kalantari,Iran,0001-01-01,Midfield,11
IPL2014,Saba QOM,Davood,Bahadori,Iran,0001-01-01,Defender,22
IPL2014,Saba QOM,Ehsan,Sokhandan,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Farshid,Bagheri,Iran,0001-01-01,Defender,31
IPL2014,Saba QOM,Ghasem,Gerami,Iran,0001-01-01,Midfield,14
IPL2014,Saba QOM,Ghassem,Akbari,Iran,0001-01-01,Forward,
IPL2014,Saba QOM,Hadi,Shakoori,Iran,0001-01-01,Defender,6
IPL2014,Saba QOM,Hamid Reza,Kazemi,Iran,0001-01-01,Midfield,32
IPL2014,Saba QOM,Hossain,Kooshki,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Hossain,Badamaki,Iran,0001-01-01,Midfield,10
IPL2014,Saba QOM,Ioseb,Chakhvashvili,Georgia,0001-01-01,Midfield,
IPL2014,Saba QOM,Jallaledin,Alimohamadi,Iran,0001-01-01,Forward,17
IPL2014,Saba QOM,Javad,Kazemian,Iran,0001-01-01,Forward,
IPL2014,Saba QOM,Marco,Aurelio,Brazil,0001-01-01,Forward,16
IPL2014,Saba QOM,Masoud,Hahgjoo,Iran,0001-01-01,Defender,4
IPL2014,Saba QOM,Mehrdad,Tahmasbi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Saba QOM,Milad,Farhani,Iran,0001-01-01,Goalkeeper,12
IPL2014,Saba QOM,Mohamad,Heydari,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Mohamad,Ousani,Iran,0001-01-01,Forward,
IPL2014,Saba QOM,Mohamad,Borjlo,Iran,0001-01-01,Defender,
IPL2014,Saba QOM,Mohamad,Aramtabe,Iran,0001-01-01,Defender,13
IPL2014,Saba QOM,Mohamad Reza,Ghodrati,Iran,0001-01-01,Goalkeeper,40
IPL2014,Saba QOM,Mohsen,Karami,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Omid,Ghorbani,Iran,0001-01-01,Midfield,26
IPL2014,Saba QOM,Pirooz,Ghorbani,Iran,0001-01-01,Defender,20
IPL2014,Saba QOM,Roosbeh,Cheshmi,Iran,0001-01-01,Defender,5
IPL2014,Saba QOM,Saeed,Mehdipour,Iran,0001-01-01,Midfield,
IPL2014,Saba QOM,Sajjad,Kermani,Iran,0001-01-01,Defender,29
IPL2014,Saba QOM,Vahid,Aliabadi,Iran,0001-01-01,Defender,
IPL2014,Saipa ALB,Ali,Zaynali,Iran,0001-01-01,Defender,23
IPL2014,Saipa ALB,Ali,Gholizadeh,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Ali,Nademi,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Alireza,Alizadeh,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Bagher,Niari,Iran,0001-01-01,Forward,37
IPL2014,Saipa ALB,Bahman,Salari,Iran,0001-01-01,Midfield,27
IPL2014,Saipa ALB,Davood,Shahvaraghi,Iran,0001-01-01,Midfield,15
IPL2014,Saipa ALB,Ebrahim,Sadeghi,Iran,0001-01-01,Midfield,8
IPL2014,Saipa ALB,Ebrahim,Shakoori,Iran,0001-01-01,Defender,13
IPL2014,Saipa ALB,Farshad,Ghasemi,Iran,0001-01-01,Defender,
IPL2014,Saipa ALB,Hadi,Rekabi,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Hakeem,Nassari,Iran,0001-01-01,Forward,
IPL2014,Saipa ALB,Hamed,Fallahzadeh,Iran,0001-01-01,Goalkeeper,
IPL2014,Saipa ALB,Hamed,Shiri,Iran,0001-01-01,Defender,18
IPL2014,Saipa ALB,Mahan,Rahmani,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Mahdi,Torabi,Iran,0001-01-01,Defender,16
IPL2014,Saipa ALB,Majid,Ayoubi,Iran,0001-01-01,Defender,5
IPL2014,Saipa ALB,Masih,Zahedi,Iran,0001-01-01,Defender,
IPL2014,Saipa ALB,Masoud,Ebrahimzadeh,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Milad,Maydavoodi,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Milad,Kermani Moghadam,Iran,0001-01-01,Forward,
IPL2014,Saipa ALB,Mohamad,Nozhati,Iran,0001-01-01,Forward,
IPL2014,Saipa ALB,Mohamad Reza,Akhbari,Iran,0001-01-01,Goalkeeper,
IPL2014,Saipa ALB,Mohsen,Arzani,Iran,0001-01-01,Defender,21
IPL2014,Saipa ALB,Mohsen,Karimi,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Mojtaba,Ramezani,Iran,0001-01-01,Midfield,
IPL2014,Saipa ALB,Roozbeh,Shah Alidoost,Iran,0001-01-01,Midfield,4
IPL2014,Saipa ALB,Sajjad,Moshkelpour,Iran,0001-01-01,Defender,19
IPL2014,Saipa ALB,Vahid,Mohamad Zadeh,Iran,0001-01-01,Defender,
IPL2014,Sepahan ESF,Abdollah,Karami,Iran,0001-01-01,Defender,10
IPL2014,Sepahan ESF,Ali,Gholami,Iran,0001-01-01,Midfield,
IPL2014,Sepahan ESF,Ali,Karimi,Iran,0001-01-01,Midfield,12
IPL2014,Sepahan ESF,Ali,Hamoodi,Iran,0001-01-01,Defender,40
IPL2014,Sepahan ESF,Amin,Jahan Alian,Iran,0001-01-01,Defender,
IPL2014,Sepahan ESF,Amir Hossain,Karimi,Iran,0001-01-01,Forward,99
IPL2014,Sepahan ESF,Armin,Sohrabian,Iran,0001-01-01,Defender,24
IPL2014,Sepahan ESF,Ehsan,Hajsafi,Iran,0001-01-01,Defender,28
IPL2014,Sepahan ESF,Erfan,Maftoolkar,Iran,0001-01-01,Defender,54
IPL2014,Sepahan ESF,Fozil,Musayev,Uzbekistan,0001-01-01,Midfield,
IPL2014,Sepahan ESF,Hadi,Aghili,Iran,0001-01-01,Defender,5
IPL2014,Sepahan ESF,Hossain,Fazeli,Iran,0001-01-01,Forward,37
IPL2014,Sepahan ESF,Hossain,Papi,Iran,0001-01-01,Midfield,7
IPL2014,Sepahan ESF,Luciano Pereira,Mendez,Brazil,0001-01-01,Forward,29
IPL2014,Sepahan ESF,Mahdi,Sharifi,Iran,0001-01-01,Forward,20
IPL2014,Sepahan ESF,Mahdi,Amini,Iran,0001-01-01,Goalkeeper,22
IPL2014,Sepahan ESF,Marcio Henrique,Maia Passos,Brazil,0001-01-01,Midfield,
IPL2014,Sepahan ESF,Milad,Sarlak,Iran,0001-01-01,Midfield,
IPL2014,Sepahan ESF,Mohamad,Roshandel,Iran,0001-01-01,Midfield,39
IPL2014,Sepahan ESF,Mohamad Ali,Ahmadi,Iran,0001-01-01,Defender,6
IPL2014,Sepahan ESF,Mohamad Hossain,Moradmand,Iran,0001-01-01,Defender,55
IPL2014,Sepahan ESF,Mohamad Reza,Khalatbari,Iran,0001-01-01,Midfield,9
IPL2014,Sepahan ESF,Moharam,Navidkia,Iran,0001-01-01,Midfield,4
IPL2014,Sepahan ESF,Mohsen,Aghaei,Iran,0001-01-01,Midfield,51
IPL2014,Sepahan ESF,Rahman,Ahmadi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Sepahan ESF,Rasool,Navidkia,Iran,0001-01-01,Midfield,8
IPL2014,Sepahan ESF,Saeed,Ghaedifar,Iran,0001-01-01,Defender,33
IPL2014,Sepahan ESF,Shahabeddin,Gordan,Iran,0001-01-01,Goalkeeper,35
IPL2014,Sepahan ESF,Shoja,Khalil Zadeh,Iran,0001-01-01,Defender,3
IPL2014,Sepahan ESF,Voorya,Ghafoori,Iran,0001-01-01,Defender,21
IPL2014,Sepahan ESF,Xhevahir,Sukaj,Albania,0001-01-01,Forward,14
IPL2014,Teraktor TBZ,Ahmad,Kamdar,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Alaa,Abdul-Zahra,Iraq,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Andranik,Taymorian,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Celio,Ferreira dos Santos,Brazil,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Ditmar,Bicaj,Albania,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Ebrahim,Abednejad,Iran,0001-01-01,Midfield,31
IPL2014,Teraktor TBZ,Fardin,Abedini,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Farid,Karimi,Iran,0001-01-01,Forward,
IPL2014,Teraktor TBZ,Farshad,Ahmadzadeh,Iran,0001-01-01,Forward,27
IPL2014,Teraktor TBZ,Habib,Gordani,Iran,0001-01-01,Defender,3
IPL2014,Teraktor TBZ,Hamed,Lak,Iran,0001-01-01,Goalkeeper,1
IPL2014,Teraktor TBZ,Issa,Ndoye,Senegal,0001-01-01,Goalkeeper,
IPL2014,Teraktor TBZ,Khaled,Shafiei,Iran,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Luciano,Edinho,Brazil,0001-01-01,Forward,30
IPL2014,Teraktor TBZ,Mahdi,Kiani,Iran,0001-01-01,Midfield,6
IPL2014,Teraktor TBZ,Mehrdad,Bayrami,Iran,0001-01-01,Forward,
IPL2014,Teraktor TBZ,Mir Hani,Hashemi,Iran,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Mir Mehdi,Ghorashi,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Mohamad,Pour Rahmatollah,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Mohamad,Iran Pourian,Iran,0001-01-01,Defender,2
IPL2014,Teraktor TBZ,Mohamad Ali,Ramezanian,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Mohamad Reza,Shah Mohamadi,Iran,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Mohsen,Daleer,Iran,0001-01-01,Forward,21
IPL2014,Teraktor TBZ,Payman,Keshavarz,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Paymon,Babaei,Iran,0001-01-01,Defender,
IPL2014,Teraktor TBZ,Radames Martins,Rodrigues,Brazil,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Saeed,Aghaeei,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Saman,Nariman Jahan,Iran,0001-01-01,Midfield,
IPL2014,Teraktor TBZ,Shahin,Saghebi,Iran,0001-01-01,Forward,
IPL2014,Teraktor TBZ,Shahryar,Shirvand,Iran,0001-01-01,Midfield,16
IPL2014,Zobahan ESF,Akbar,Imani,Iran,0001-01-01,Midfield,4
IPL2014,Zobahan ESF,Ali,Hammam,Lebanon,0001-01-01,Defender,18
IPL2014,Zobahan ESF,Amin,Nasiri,Iran,0001-01-01,Forward,32
IPL2014,Zobahan ESF,Amir Meghdad,Maleki,Iran,0001-01-01,Goalkeeper,33
IPL2014,Zobahan ESF,Carlos,Santos de Jesus,Croatia,0001-01-01,Defender,3
IPL2014,Zobahan ESF,Danial,Esmaeelfar,Iran,0001-01-01,Forward,23
IPL2014,Zobahan ESF,Ehsan,Pahlevan,Iran,0001-01-01,Forward,15
IPL2014,Zobahan ESF,Esmaeel,Farhadi,Iran,0001-01-01,Forward,10
IPL2014,Zobahan ESF,Ghasem,Dehnavi,Iran,0001-01-01,Midfield,5
IPL2014,Zobahan ESF,Ghasem,Haddadifar,Iran,0001-01-01,Midfield,8
IPL2014,Zobahan ESF,Hadi,Mohamadi,Iran,0001-01-01,Defender,2
IPL2014,Zobahan ESF,Hojjat,Haghverdi,Iran,0001-01-01,Midfield,16
IPL2014,Zobahan ESF,Hossain,Doostdar,Iran,0001-01-01,Midfield,24
IPL2014,Zobahan ESF,Kaveh,Rezaei,Iran,0001-01-01,Forward,99
IPL2014,Zobahan ESF,Mahdi,Mahdipour,Iran,0001-01-01,Midfield,26
IPL2014,Zobahan ESF,Masoud,Hassan Zadeh,Iran,0001-01-01,Forward,17
IPL2014,Zobahan ESF,Mehdi,Rajabzadeh,Iran,0001-01-01,Midfield,30
IPL2014,Zobahan ESF,Mehrdad,Ghanbari,Iran,0001-01-01,Midfield,19
IPL2014,Zobahan ESF,Mohamad Bagher,Sadeghi,Iran,0001-01-01,Goalkeeper,1
IPL2014,Zobahan ESF,Mohamad Rasheed,Mazaheri,Iran,0001-01-01,Goalkeeper,12
IPL2014,Zobahan ESF,Mohamad Reza,Abbasi,Iran,0001-01-01,Forward,25
IPL2014,Zobahan ESF,Mohammadreza,Baouj,Iran,0001-01-01,Midfield,34
IPL2014,Zobahan ESF,Morteza,Tabrizi,Iran,0001-01-01,Forward,11
IPL2014,Zobahan ESF,Paymon,Salmani,Iran,0001-01-01,Midfield,40
IPL2014,Zobahan ESF,Pooya,Safepanahi,Iran,0001-01-01,Midfield,13
IPL2014,Zobahan ESF,Saeb,Mohebi,Iran,0001-01-01,Defender,21
IPL2014,Zobahan ESF,Sina,Ashori,Iran,0001-01-01,Midfield,6
IPL2014,Zobahan ESF,Walid,Ismail,Lebanon,0001-01-01,Defender,27
